First Name,Last Name,Age,Nationality,Height,Weight,Team Name,League,Appearances,Lineups,Minutes,Number,Position,Rating,Captain,In,Out,Bench,Total Shots,On Target Shots,Total Goals,Conceded Goals,Assists,Saves,Total Passes,Key Passes,Pass Accuracy,Total Tackles,Blocks,Interceptions,Total Duels,Duels Won,Dribble Attempts,Dribble Success,Past Dribbles,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Penalties Won,Penalties Committed,Penalties Scored,Penalties Missed,Penalties Saved
Denis Lemi,Zakaria Lako Lado,27.0,Switzerland,189 cm,81 kg,Leicester,Premier League,26,5,2340,,Midfielder,6.734615,0.0,0,0,0,,,0,46.0,,78.0,784.0,,21.0,9.0,,,10.0,9.0,8.0,,,5.0,,0,0,,,0.0,0.0,2.0
Daniel,Ward,30.0,Wales,191 cm,88 kg,Leicester,Premier League,26,26,2340,,Goalkeeper,6.734615,0.0,0,0,0,,,0,46.0,,78.0,784.0,,21.0,1.0,,,10.0,9.0,,,,5.0,,0,0,,,0.0,0.0,2.0
Keinan Vincent Joseph,Davis,25.0,England,191 cm,68 kg,Leicester,Premier League,26,26,2340,,Goalkeeper,6.734615,0.0,0,0,0,,,0,46.0,,78.0,784.0,,21.0,1.0,,,10.0,9.0,,,,5.0,,0,0,,,0.0,0.0,2.0
Jamal Akua,Lowe,29.0,Jamaica,183 cm,79 kg,Leicester,Premier League,26,26,2340,,Goalkeeper,6.734615,0.0,0,0,0,,,0,46.0,,78.0,784.0,,21.0,1.0,,,10.0,9.0,,,,5.0,,0,0,,,0.0,0.0,2.0
Romain Paul Jean-Michel,Perraud,26.0,France,173 cm,68 kg,Leicester,Premier League,26,26,2340,,Goalkeeper,6.734615,0.0,0,0,2,,,0,46.0,,78.0,784.0,,21.0,,,,,9.0,,,,,,0,0,,,,,2.0
Thomas,Buitink,23.0,Netherlands,174 cm,71 kg,Southampton,Premier League,26,26,0,,Goalkeeper,6.734615,0.0,0,0,7,,,0,,,78.0,784.0,,21.0,,,,,,,,,,,0,0,,,0.0,0.0,2.0
Mohammed,Salisu Abdul Karim,24.0,Ghana,191 cm,82 kg,Vitesse,Premier League,0,0,10,,Goalkeeper,6.734615,0.0,1,10,0,,,0,0.0,2.0,78.0,,,,54.0,,,208.0,,,9.0,,15.0,,0,0,,,,0.0,
Jeroen,Houwen,27.0,Netherlands,188 cm,73 kg,Southampton,Premier League,2,22,1838,,Attacker,6.544827,0.0,0,0,1,13.0,,2,0.0,,,4.0,15.0,,51.0,25.0,31.0,,92.0,,,,,,0,0,,,,0.0,
Folarin Jerry,Balogun,22.0,USA,178 cm,66 kg,Vitesse,Premier League,29,21,1973,,Defender,6.986363,0.0,0,1,0,,6.0,0,,1.0,,660.0,,,,,,188.0,116.0,,7.0,,,,0,0,,,0.0,,
Harrison Charles,Ashby,22.0,Scotland,,,Arsenal,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,0.0,,
Bashir,Humphreys,20.0,England,187 cm,79 kg,Newcastle,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Joshua Darius,Kamani Wilson-Esbrand,21.0,England,,,Chelsea,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,7.0,,,,,,,0,0,,,0.0,0.0,
Dominic,Ballard,18.0,England,,,Manchester City,Premier League,0,0,0,,Defender,6.200000,0.0,2,0,0,,,0,0.0,,,,,2.0,,,,,,,,,,,0,0,,,,0.0,
Gyan,de Regt,20.0,Netherlands,176 cm,70 kg,Southampton,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,6.0,,,,,,,1.0,1.0,,,,,0,0,,,,,
Miliano,Jonathans,19.0,Netherlands,178 cm,66 kg,Vitesse,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Ainsley Cory,Maitland-Niles,26.0,England,177 cm,71 kg,Southampton,Premier League,0,13,0,,Midfielder,6.668181,0.0,0,6,9,1.0,1.0,0,0.0,,,624.0,,23.0,45.0,7.0,22.0,142.0,85.0,22.0,17.0,,8.0,13.0,3,0,,,0.0,0.0,
Duje,Ćaleta-Car,27.0,Croatia,192 cm,89 kg,Southampton,Premier League,6,0,0,,Defender,6.668181,0.0,0,0,0,1.0,2.0,0,0.0,,,562.0,,,45.0,11.0,22.0,142.0,85.0,22.0,2.0,,1.0,9.0,0,0,,,0.0,0.0,
Rúnar Alex,Rúnarsson,28.0,Iceland,186 cm,78 kg,Arsenal,Premier League,0,0,0,,Goalkeeper,6.892307,0.0,6,2,4,,,1,0.0,,,,6.0,5.0,,,15.0,,36.0,2.0,,,2.0,1.0,2,0,,,0.0,,
Ben Siriki,Dembélé,27.0,Scotland,173 cm,67 kg,Bournemouth,Premier League,24,0,0,,Midfielder,6.680000,0.0,0,0,0,2.0,,0,,,,927.0,,,3.0,12.0,,,,8.0,4.0,,33.0,,0,0,,,,0.0,
Carlens Jean Fedlaire Ruby,Arcus,27.0,Haiti,180 cm,73 kg,Southampton,Premier League,0,24,0,,Defender,,0.0,0,0,6,,,0,0.0,,,,,31.0,,,,165.0,114.0,,,,,9.0,0,0,,,0.0,,
Armel,Bella-Kotchap,22.0,Germany,190 cm,87 kg,Vitesse,Premier League,0,0,0,,Defender,6.941666,0.0,0,0,0,13.0,,0,,2.0,,,,,,,,,,7.0,4.0,,,,0,0,,,,,
Markus,Schubert,25.0,Germany,187 cm,82 kg,Vitesse,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,5.0,,,,,,,,,,0,0,,,,,
Mitchell Clement,Dijks,30.0,Netherlands,194 cm,93 kg,Leeds,Premier League,0,0,70,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,10.0,,,,,,,0,0,,,0.0,,
Melle,Meulensteen,24.0,Netherlands,184 cm,76 kg,Bournemouth,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,7.0,,,,,,0,0,,,0.0,,
Kacper Szymon,Kozłowski,20.0,Poland,182 cm,67 kg,Fulham,Premier League,3,0,86,,Defender,6.300000,0.0,0,1,0,,,0,,,,20.0,,24.0,,,1.0,,,1.0,1.0,,,,0,0,,,,0.0,
Cody Callum Pierre,Drameh,22.0,England,175 cm,,Vitesse,Premier League,0,1,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,7.0,,,,,1.0,1.0,0,0,,,,,
Malachi Michael,Fagan-Walcott,21.0,England,,,Manchester United,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,1.0,,,1.0,,,,,,0,0,,,,0.0,
Christian,Saydee,21.0,England,184 cm,,Manchester United,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,1.0,,,,,,,,0,0,,,,0.0,
Jay,Stansfield,21.0,England,,,Manchester United,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Enzo,Cornelisse,21.0,Netherlands,178 cm,68 kg,Manchester United,Premier League,0,0,0,,Midfielder,,0.0,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Charlie William Henry,Savage,20.0,Wales,182 cm,74 kg,Manchester United,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Freddie,Potts,20.0,England,,,Manchester United,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Mohamed Ortaim,Sankoh,20.0,Netherlands,183 cm,77 kg,West Ham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Alexander Sean Pablo,Robertson,20.0,Australia,182 cm,,Manchester City,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Dale,Taylor,20.0,Northern Ireland,,,Nottingham Forest,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Rúben Gonçalo Silva,Nascimento Vinagre,24.0,Portugal,174 cm,71 kg,Everton,Premier League,2,0,24,,Defender,6.550000,0.0,2,0,2,,,0,0.0,,,18.0,,6.0,2.0,,,9.0,6.0,1.0,1.0,,3.0,,0,0,,,0.0,0.0,
Joseph Edward,Bryan,30.0,England,170 cm,72 kg,Fulham,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Terence,Kongolo,29.0,Netherlands,188 cm,70 kg,Fulham,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Jamal Piaras,Lewis,25.0,Northern Ireland,178 cm,70 kg,Fulham,Premier League,0,0,0,,Defender,6.300000,0.0,0,0,0,,,0,,,,,,6.0,,,,1.0,,,,,,,0,0,,,0.0,,
Matija,Šarkić,26.0,Montenegro,192 cm,76 kg,Newcastle,Premier League,2,0,9,,Defender,,0.0,2,0,2,,,0,0.0,,,14.0,,,,,,,,,,,,,0,0,,,0.0,0.0,
Nathan James,Bishop,24.0,England,185 cm,72 kg,Wolves,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,2.0
Nikolai,Baden Frederiksen,23.0,Denmark,179 cm,,Manchester United,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,,0.0,0.0
Calvin William,Ramsay,20.0,Scotland,177 cm,68 kg,Vitesse,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,0.0,,
Harvey David,White,22.0,England,171 cm,60 kg,Liverpool,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,2.0,,,,2.0,,,,,,,0,0,,,0.0,0.0,
Luke James,Cundle,21.0,England,,,Tottenham,Premier League,1,0,0,,Midfielder,,0.0,1,0,0,,,0,0.0,,,,,,,,,,1.0,,,,,,0,0,,,0.0,0.0,
Layton Rhys,Stewart,21.0,England,,,Wolves,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,0.0,
Nathan Jerome Chatoyer,Butler-Oyedeji,20.0,England,177 cm,,Liverpool,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,,
Liam Rory,Delap,20.0,England,,,Arsenal,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Tyler Scott,Morton,21.0,England,,,Manchester City,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,0.0,
Cameron Paul Jacques,Peupion,21.0,Australia,175 cm,76 kg,Liverpool,Premier League,0,0,5,,Midfielder,6.300000,0.0,0,0,1,,,0,0.0,,,4.0,,3.0,,,,1.0,1.0,,,,,,0,0,,,0.0,,
Pierre-Emmanuel,Ekwah Elimby,21.0,France,,,Brighton,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Lewis Wesley,Warrington,21.0,England,,,West Ham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Luciano Paul,D'Auria-Henry,21.0,England,,,Everton,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Oliver Jack,Hammond,21.0,Wales,,,Nottingham Forest,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Owen Lucas,Bevan,20.0,Wales,,,Bournemouth,Premier League,1,0,8,,Defender,6.300000,0.0,1,0,1,,,0,0.0,,,3.0,,2.0,,,,,,,,,,,0,0,,,0.0,0.0,
Ian Carlo,Poveda-Ocampo,23.0,England,165 cm,,Everton,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Hélder Wander,Sousa de Azevedo e Costa,29.0,Angola,178 cm,79 kg,Nottingham Forest,Premier League,1,0,90,,Goalkeeper,,0.0,10,0,0,,,0,0.0,,,,,,,,,,1.0,1.0,,,,,0,0,,,0.0,0.0,
Asmir,Begović,36.0,Bosnia and Herzegovina,199 cm,101 kg,Leeds,Premier League,28,1,1521,,Defender,6.650000,0.0,15,3,10,3.0,,0,0.0,2.0,4.0,25.0,,16.0,,5.0,,204.0,38.0,30.0,,,,,0,0,,,0.0,0.0,
Steve Anthony,Cook,32.0,England,185 cm,82 kg,Nottingham Forest,Premier League,11,4,492,,Attacker,6.727272,0.0,14,16,7,36.0,,2,0.0,,,326.0,3.0,30.0,9.0,,5.0,54.0,83.0,3.0,11.0,,2.0,2.0,4,0,,,0.0,0.0,
Patrick James,Bamford,30.0,England,185 cm,71 kg,Fulham,Premier League,20,1,611,,Midfielder,6.621052,0.0,14,4,15,,2.0,0,0.0,1.0,,141.0,12.0,8.0,6.0,1.0,,65.0,29.0,8.0,3.0,,27.0,6.0,1,0,,,0.0,0.0,
Jack Raymond,Colback,34.0,England,177 cm,77 kg,Leeds,Premier League,15,1,199,,Attacker,6.621052,0.0,14,3,2,10.0,2.0,0,0.0,1.0,,156.0,7.0,10.0,6.0,,,65.0,20.0,8.0,5.0,,8.0,6.0,1,0,,,0.0,0.0,
Daniel Owen,James,26.0,Wales,171 cm,63 kg,Leeds,Premier League,15,1,200,,Attacker,6.561538,0.0,14,2,14,10.0,2.0,0,0.0,2.0,,64.0,2.0,5.0,6.0,,,53.0,20.0,8.0,5.0,,8.0,6.0,1,0,,,0.0,0.0,
Joseph Paul,Gelhardt,21.0,England,175 cm,65 kg,Leeds,Premier League,15,1,200,,Attacker,6.561538,0.0,14,2,14,6.0,,0,0.0,2.0,,64.0,2.0,5.0,6.0,,,53.0,20.0,8.0,1.0,,8.0,6.0,1,0,,,0.0,0.0,
Kjell,Scherpen,23.0,Netherlands,204 cm,98 kg,Leeds,Premier League,15,1,200,,Attacker,6.561538,0.0,14,2,14,6.0,,0,0.0,2.0,,64.0,2.0,3.0,,,,53.0,20.0,8.0,1.0,,8.0,6.0,1,0,,,0.0,0.0,
Crysencio Jilbert Sylverio Cir,Summerville,22.0,Netherlands,174 cm,,Leeds,Premier League,15,1,200,,Attacker,6.561538,0.0,0,2,14,6.0,9.0,0,0.0,2.0,,64.0,2.0,3.0,,,,53.0,,8.0,1.0,,8.0,6.0,0,0,,,0.0,0.0,
Georginio,Rutter,21.0,France,182 cm,83 kg,Brighton,Premier League,0,1,200,,Goalkeeper,6.561538,0.0,0,2,0,6.0,,0,0.0,2.0,,64.0,2.0,3.0,30.0,,,,,,1.0,,,,4,0,,,0.0,0.0,
Krisztián,Hegyi,21.0,Hungary,193 cm,,Vitesse,Premier League,28,0,200,,Goalkeeper,,0.0,10,2,16,,,0,0.0,,,,,3.0,10.0,,3.0,207.0,36.0,45.0,1.0,,41.0,,0,0,,,,0.0,
Degnand Wilfried,Gnonto,20.0,Italy,172 cm,65 kg,Leeds,Premier League,11,0,200,,Goalkeeper,6.603571,0.0,0,0,10,,8.0,4,0.0,2.0,,61.0,,3.0,,2.0,,223.0,,22.0,1.0,,6.0,22.0,0,0,,,,,0.0
Jaidon Kya Denley,Anthony,24.0,England,183 cm,,Leeds,Premier League,30,12,0,,Attacker,6.418181,0.0,1,0,0,,13.0,0,0.0,1.0,,,16.0,2.0,27.0,1.0,5.0,3.0,65.0,,,,,5.0,7,0,,,0.0,0.0,
Darko Boateng,Gyabi,19.0,England,196 cm,,West Ham,Premier League,0,1,7,,Midfielder,,0.0,0,1,10,14.0,,0,0.0,,,453.0,,,2.0,3.0,10.0,,3.0,43.0,9.0,,12.0,,2,0,,,0.0,0.0,
Zidane Aamar,Iqbal,20.0,Iraq,181 cm,71 kg,Leeds,Premier League,0,14,0,,Midfielder,6.591666,0.0,0,7,1,18.0,,3,0.0,4.0,,4.0,12.0,12.0,,,,,,,,,1.0,9.0,0,0,,,0.0,0.0,
Ryan James,Finnigan,20.0,England,,,Leeds,Premier League,3,11,0,,Attacker,7.000000,0.0,3,7,0,,,0,0.0,,,,,,,,,2.0,,,21.0,,,,0,0,,,0.0,0.0,
Mateo,Joseph Fernández-Regatillo,20.0,England,,,Southampton,Premier League,3,0,23,,Attacker,6.200000,0.0,3,0,3,,1.0,0,0.0,,,,,1.0,,,,2.0,,,,,,,0,0,,,0.0,0.0,
Archie James Francis,Gray,17.0,England,,,Leeds,Premier League,0,0,23,,Midfielder,,0.0,0,0,3,1.0,1.0,0,0.0,,,2.0,,,,,,,,,,,,,0,0,,,0.0,0.0,
Ryan,Flamingo,21.0,Netherlands,186 cm,75 kg,Leeds,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Héctor Junior,Firpo Adames,27.0,Spain,184 cm,78 kg,Leeds,Premier League,0,14,0,,Defender,6.542105,0.0,5,3,5,1.0,1.0,1,0.0,1.0,,501.0,8.0,19.0,47.0,7.0,2.0,157.0,78.0,,6.0,,8.0,24.0,6,0,,,0.0,0.0,
Ethan Kwame Colm Raymond,Ampadu,23.0,Wales,182 cm,78 kg,Chelsea,Premier League,7,0,104,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,1.0,,,,4.0,0,0,,,0.0,0.0,
José Salomón,Rondón Giménez,34.0,Venezuela,186 cm,86 kg,Everton,Premier League,0,1,245,,Attacker,6.516666,0.0,6,1,6,3.0,1.0,0,0.0,,,28.0,2.0,4.0,,,26.0,16.0,8.0,1.0,1.0,,2.0,1.0,0,0,,,0.0,0.0,
Manuel,Lanzini,30.0,Argentina,167 cm,59 kg,Newcastle,Premier League,29,0,0,,Midfielder,6.566666,0.0,8,1,8,1.0,1.0,2,0.0,,,,,14.0,,,26.0,,6.0,29.0,,,,,0,0,,,0.0,0.0,
Karl,Darlow,33.0,England,190 cm,88 kg,Leeds,Premier League,29,22,2048,,Goalkeeper,,0.0,0,0,0,,5.0,2,0.0,1.0,,868.0,12.0,22.0,66.0,11.0,26.0,302.0,,29.0,12.0,,35.0,15.0,0,0,,,0.0,0.0,0.0
Luke David,Ayling,32.0,England,185 cm,72 kg,Leeds,Premier League,29,22,2048,,Defender,6.575000,0.0,7,1,7,15.0,5.0,2,0.0,1.0,,868.0,12.0,22.0,66.0,11.0,26.0,302.0,160.0,29.0,12.0,,35.0,15.0,3,0,,,0.0,0.0,
Liam David Ian,Cooper,32.0,Scotland,180 cm,73 kg,Leeds,Premier League,29,22,2048,,Defender,6.575000,0.0,7,1,7,15.0,5.0,2,0.0,1.0,,868.0,12.0,22.0,66.0,11.0,26.0,302.0,160.0,29.0,12.0,,35.0,15.0,3,0,,,0.0,0.0,
Stuart Alan,Dallas,32.0,Northern Ireland,183 cm,81 kg,Leeds,Premier League,0,22,2048,,Defender,6.575000,0.0,7,1,7,15.0,5.0,2,0.0,1.0,,868.0,12.0,22.0,66.0,11.0,34.0,302.0,160.0,29.0,12.0,,35.0,15.0,3,0,,,0.0,,
Diop Tehuti,Djed-Hotep Spence,23.0,England,185 cm,,Leeds,Premier League,4,16,2048,,Defender,6.575000,0.0,0,2,2,15.0,3.0,1,0.0,,,868.0,5.0,22.0,66.0,8.0,,164.0,105.0,2.0,1.0,,10.0,15.0,3,0,,,0.0,0.0,
Illan Stéphane,Meslier,23.0,France,197 cm,74 kg,Tottenham,Premier League,34,0,1426,,Defender,,0.0,4,0,0,,,0,0.0,,,783.0,,2.0,38.0,,,,,,,,,12.0,5,0,,,0.0,0.0,
Kristoffer-August,Sundquist Klaesson,23.0,Norway,189 cm,76 kg,Leeds,Premier League,0,0,3060,,Defender,6.450000,0.0,0,0,4,1.0,1.0,0,,,,,,14.0,,,1.0,3.0,1.0,,,,,,0,0,,,,0.0,
Pascal Augustus,Struijk,24.0,Netherlands,190 cm,79 kg,Leeds,Premier League,29,34,0,,Defender,6.614705,0.0,0,0,0,,1.0,0,0.0,,94.0,9.0,,,2.0,,,25.0,18.0,,,,5.0,,0,0,,,0.0,0.0,0.0
Kelland John William James,Watts,24.0,England,192 cm,75 kg,Newcastle,Premier League,0,0,2204,,Defender,6.760714,0.0,3,6,0,10.0,,0,67.0,1.0,,843.0,,30.0,,,32.0,,,,,,,29.0,3,0,,,0.0,,0.0
Ellis Reco,Simms,22.0,England,191 cm,73 kg,Everton,Premier League,11,26,0,,Goalkeeper,,0.0,0,0,3,,7.0,2,0.0,,,1070.0,2.0,3.0,84.0,12.0,,281.0,,16.0,9.0,,12.0,,5,0,,,0.0,0.0,
Matthew Gerrard,Smith,23.0,England,176 cm,,Arsenal,Premier League,0,0,0,,Defender,6.545454,0.0,9,2,0,4.0,,0,0.0,,,,,,,,,,14.0,,,,,,0,0,,,,0.0,
Yasin,Abbas Ayari,20.0,Sweden,172 cm,69 kg,Brighton,Premier League,3,2,66,,Defender,,0.0,2,0,2,1.0,1.0,0,0.0,,,61.0,2.0,6.0,,,,36.0,,,2.0,,,,0,0,,,0.0,0.0,
Kristan Richard,Moore,20.0,England,,,Leeds,Premier League,0,1,0,,Attacker,,0.0,0,1,0,,,0,,,,22.0,,,,,,,5.0,,,,,,0,0,,,,,
Luke Elliot,Plange,21.0,England,,,Crystal Palace,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,10.0,,,,,,,0,0,,,0.0,0.0,
Leo,Fuhr Hjelde,20.0,Norway,188 cm,,Leeds,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Becket Fabrice-Martial,Godo,20.0,England,,,Fulham,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Daniel,Castelo Podence,28.0,Portugal,165 cm,58 kg,Wolves,Premier League,32,20,1771,,Midfielder,6.715625,0.0,12,12,12,34.0,18.0,6,0.0,,,71.0,36.0,13.0,27.0,,7.0,203.0,77.0,55.0,21.0,,23.0,26.0,5,0,,,0.0,0.0,
Gustavo Henrique,Furtado Scarpa,29.0,Brazil,176 cm,74 kg,Nottingham Forest,Premier League,6,2,179,,Midfielder,6.700000,0.0,4,2,4,3.0,1.0,0,0.0,,,,1.0,8.0,5.0,,,26.0,15.0,3.0,1.0,,8.0,4.0,1,0,,,,0.0,
Federico,Fernández,34.0,Argentina,190 cm,83 kg,Newcastle,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Leonardo,Bonatini Lohner Maia,29.0,Brazil,185 cm,80 kg,Newcastle,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Joseph,Lolley,31.0,England,178 cm,72 kg,Wolves,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Omar,Tyrell Crawford Richards,25.0,England,174 cm,69 kg,Nottingham Forest,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Tomáš,Hájek,32.0,Czechia,187 cm,77 kg,Nottingham Forest,Premier League,0,0,0,,Defender,6.800000,0.0,0,0,0,,,0,,,,,,,,,,4.0,4.0,,2.0,,,,0,0,,,0.0,0.0,
Giulian,Biancone,23.0,France,187 cm,,Vitesse,Premier League,2,0,16,,Defender,,0.0,0,0,2,,,0,0.0,,,28.0,,13.0,,,1.0,17.0,7.0,4.0,,,1.0,,0,0,,,0.0,0.0,
Chem,Campbell,21.0,Wales,,,Wolves,Premier League,0,0,0,,Midfielder,,0.0,2,0,0,2.0,,0,0.0,,,,,,2.0,,,,,,6.0,,,,0,0,,,0.0,0.0,
Terry,Ablade,22.0,Finland,,,Fulham,Premier League,0,0,169,,Attacker,6.677777,0.0,5,1,0,,,0,0.0,,,,,,,,,,,,,,4.0,,0,0,,,0.0,0.0,
Tristan,Crama,22.0,France,192 cm,78 kg,Brentford,Premier League,9,0,0,,Defender,,0.0,0,0,8,,2.0,0,0.0,,,,2.0,6.0,,,1.0,,16.0,,,,,,0,0,,,0.0,0.0,
Jeremy Leonel,Sarmiento Morante,21.0,Ecuador,178 cm,72 kg,Brighton,Premier League,0,1,0,,Attacker,,0.0,0,0,0,4.0,,0,0.0,1.0,,,,,,,,,,,,,,4.0,1,0,,,0.0,0.0,
John-Kymani Linton,Michael Gordon,20.0,England,,,Crystal Palace,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Harvey James,Vale,20.0,England,181 cm,73 kg,Chelsea,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Finley John,Stevens,20.0,Wales,179 cm,73 kg,Chelsea,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Matthew Aidan,Cox,20.0,England,182 cm,64 kg,Brentford,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Edward James,Turns,21.0,Wales,,,Brentford,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Stanley,Mills,20.0,England,,,Brighton,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0
Sonny,Tufail Perkins,19.0,England,178 cm,,Everton,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Lamare Trenton,Chansey Bogarde,19.0,Netherlands,,,Aston Villa,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Kyle Leonardus,Walker-Peters,26.0,England,173 cm,62 kg,Southampton,Premier League,31,18,2653,,Defender,6.564516,0.0,1,4,1,9.0,5.0,1,0,,,1015.0,15.0,25.0,61.0,1.0,27.0,5.0,167.0,88.0,49.0,,41.0,25.0,4,0,,,0,0,
Jan Kacper,Bednarek,27.0,Poland,189 cm,84 kg,Aston Villa,Premier League,18,1,1514,,Defender,6.866666,0.0,0,1,0,,,0,0,,,66.0,,20.0,3.0,1.0,2.0,5.0,4.0,,,,1.0,1.0,5,0,,,0,0,
Nathaniel Nyakie,Chalobah,29.0,England,187 cm,80 kg,Southampton,Premier League,3,2,160,,Defender,6.866666,0.0,2,1,2,,,0,0,,,66.0,,20.0,3.0,,2.0,5.0,4.0,,,,1.0,1.0,0,0,,,0,0,
Ryan,Fraser,29.0,Scotland,163 cm,70 kg,Fulham,Premier League,2,1,10,,Defender,6.866666,0.0,0,3,0,,,0,0,,,66.0,,20.0,3.0,1.0,2.0,7.0,4.0,1.0,,,1.0,1.0,0,1,,,0,0,
Stuart,Armstrong,31.0,Scotland,183 cm,75 kg,Southampton,Premier League,4,3,311,,Midfielder,6.750000,0.0,3,14,3,1.0,1.0,0,0,,,5.0,5.0,1.0,1.0,,,22.0,2.0,42.0,1.0,,,3.0,0,0,,,0,0,
